SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019,NPOPCHG_2019,BIRTHS2019,DEATHS2019,NATURALINC2010,NATURALINC2019,INTERNATIONALMIG2019,GQESTIMATES2019,RBIRTH2019,RDEATH2019
50,1,2,42,75,Pennsylvania,Lebanon County,141793,454,1581,1504,-4,77,124,3690,11.1679358,10.62401989
50,1,2,42,77,Pennsylvania,Lehigh County,369318,959,4273,3347,165,926,818,9139,11.58501621,9.074432306
50,1,2,42,79,Pennsylvania,Luzerne County,317417,-442,3241,3953,-74,-712,732,11870,10.20343914,12.44498454
50,1,2,42,81,Pennsylvania,Lycoming County,113299,-567,1133,1320,101,-187,65,5329,9.975128211,11.6215086
50,1,2,42,83,Pennsylvania,McKean County,40625,-325,367,507,-41,-140,1,3015,8.997854735,12.43027888
50,1,2,42,85,Pennsylvania,Mercer County,109424,-1047,1056,1431,3,-375,20,6291,9.604584006,13.01530276
50,1,2,42,87,Pennsylvania,Mifflin County,46138,-73,574,527,-22,47,11,560,12.43110375,11.41322592
50,1,2,42,89,Pennsylvania,Monroe County,170271,977,1545,1618,-3,-73,153,4505,9.099877785,9.529839648
50,1,2,42,91,Pennsylvania,Montgomery County,830915,3991,8602,7831,549,771,1584,20727,10.37736475,9.447238242
50,1,2,42,93,Pennsylvania,Montour County,18230,-10,211,221,16,-10,12,844,11.57115437,12.11955032
50,1,2,42,95,Pennsylvania,Northampton County,305285,721,2767,2986,24,-219,272,11233,9.074377428,9.792588001
50,1,2,42,97,Pennsylvania,Northumberland County,90843,-237,888,1093,-78,-205,-8,3729,9.762371993,12.01607273
50,1,2,42,99,Pennsylvania,Perry County,46272,118,493,459,12,34,5,660,10.66799386,9.93227014
50,1,2,42,101,Pennsylvania,Philadelphia County,1584064,472,20924,15561,2125,5363,5649,56387,13.21103049,9.824930485
50,1,2,42,103,Pennsylvania,Pike County,55809,29,411,527,13,-116,6,477,7.366317469,9.44537544
50,1,2,42,105,Pennsylvania,Potter County,16526,-97,164,216,-8,-52,2,217,9.894717789,13.03206733
50,1,2,42,107,Pennsylvania,Schuylkill County,141359,-456,1282,1778,-52,-496,23,6722,9.054503591,12.55765007
50,1,2,42,109,Pennsylvania,Snyder County,40372,-146,426,385,-14,41,5,2656,10.53282235,9.519100012
50,1,2,42,111,Pennsylvania,Somerset County,73447,-425,638,938,44,-300,17,5016,8.661476117,12.73427053
50,1,2,42,113,Pennsylvania,Sullivan County,6066,-10,41,97,-25,-56,2,439,6.753417888,15.97759842
50,1,2,42,115,Pennsylvania,Susquehanna County,40328,-232,352,472,17,-120,1,282,8.703392345,11.67045792
50,1,2,42,117,Pennsylvania,Tioga County,40591,-99,402,481,33,-79,8,1240,9.891610586,11.83548431
50,1,2,42,119,Pennsylvania,Union County,44923,-94,402,422,18,-20,2,8852,8.939292862,9.3840338
50,1,2,42,121,Pennsylvania,Venango County,50668,-533,452,680,29,-228,1,1302,8.874142281,13.35047954
50,1,2,42,123,Pennsylvania,Warren County,39191,-360,417,531,-21,-114,5,759,10.59155216,13.4870844
50,1,2,42,125,Pennsylvania,Washington County,206865,-153,1926,2509,-39,-583,47,5478,9.306978059,12.12419935
50,1,2,42,127,Pennsylvania,Wayne County,51361,-34,376,615,-30,-239,1,3855,7.318307447,11.97010394
50,1,2,42,129,Pennsylvania,Westmoreland County,348899,-1560,2869,4435,-168,-1566,42,6976,8.20466771,12.68306075
50,1,2,42,131,Pennsylvania,Wyoming County,26794,-293,259,321,-13,-62,3,618,9.613778512,11.91514634
50,1,2,42,133,Pennsylvania,York County,449058,1211,4868,4121,266,747,200,8620,10.85510729,9.189379031
40,1,1,44,0,Rhode Island,Rhode Island,1059361,1074,10481,9802,549,679,3645,40901,9.898717823,9.25744033
50,1,1,44,1,Rhode Island,Bristol County,48479,-158,337,517,-36,-180,21,2753,6.940154043,10.64706125
50,1,1,44,3,Rhode Island,Kent County,164292,239,1547,1673,-14,-126,153,1155,9.423015426,10.19050085
50,1,1,44,5,Rhode Island,Newport County,82082,-465,695,817,23,-122,152,3783,8.443226892,9.925347296
50,1,1,44,7,Rhode Island,Providence County,638931,1978,7062,5548,573,1514,3220,26378,11.06997188,8.696715375
50,1,1,44,9,Rhode Island,Washington County,125577,-520,840,1247,3,-407,99,6832,6.675302177,9.909645017
40,3,5,45,0,South Carolina,South Carolina,5148714,64558,56353,50744,4513,5609,5724,133728,11.01411432,9.917843186
50,3,5,45,1,South Carolina,Abbeville County,24527,-60,231,275,-25,-44,-11,904,9.406686485,11.19843629
50,3,5,45,3,South Carolina,Aiken County,170872,1423,1830,1824,78,6,140,2317,10.75455232,10.71929149
50,3,5,45,5,South Carolina,Allendale County,8688,-236,81,102,9,-21,9,1056,9.198273904,11.58301158
50,3,5,45,7,South Carolina,Anderson County,202558,2266,2266,2200,96,66,67,2988,11.24984486,10.92217947
50,3,5,45,9,South Carolina,Bamberg County,14066,-206,124,196,21,-72,0,998,8.751499753,13.83301574
50,3,5,45,11,South Carolina,Barnwell County,20866,-255,234,286,31,-52,1,285,11.14630719,13.62326434
50,3,5,45,13,South Carolina,Beaufort County,192122,3246,1923,1741,153,182,187,5738,10.09454118,9.139155586
50,3,5,45,15,South Carolina,Berkeley County,227907,6725,2774,1647,389,1127,285,3841,12.35389867,7.334848994
50,3,5,45,17,South Carolina,Calhoun County,14553,-10,134,187,-32,-53,2,158,9.204561066,12.84517104
50,3,5,45,19,South Carolina,Charleston County,411406,5184,4763,3629,354,1134,423,10869,11.65077517,8.876897562
50,3,5,45,21,South Carolina,Cherokee County,57300,231,652,624,19,28,-9,1135,11.40169102,10.91204785
50,3,5,45,23,South Carolina,Chester County,32244,-60,358,424,47,-66,4,218,11.0925203,13.13751007
50,3,5,45,25,South Carolina,Chesterfield County,45650,-231,496,571,-24,-75,13,874,10.83785821,12.47664726
50,3,5,45,27,South Carolina,Clarendon County,33745,3,302,408,16,-106,-1,1561,8.949871827,12.09121757
50,3,5,45,29,South Carolina,Colleton County,37677,1,449,570,15,-121,-21,385,11.91724284,15.12879381
50,3,5,45,31,South Carolina,Darlington County,66618,-141,737,840,-31,-103,21,1451,11.05138067,12.59587485
50,3,5,45,33,South Carolina,Dillon County,30479,-133,413,372,-15,41,42,474,13.52081321,12.17855331
50,3,5,45,35,South Carolina,Dorchester County,162809,2091,1813,1250,262,563,80,1719,11.20771991,7.727330331
50,3,5,45,37,South Carolina,Edgefield County,27260,128,192,301,30,-109,3,2792,7.059861744,11.06780409
50,3,5,45,39,South Carolina,Fairfield County,22347,-29,203,302,-42,-99,20,397,9.07810299,13.50535519
50,3,5,45,41,South Carolina,Florence County,138293,16,1614,1558,153,56,107,2926,11.67154789,11.26658712
50,3,5,45,43,South Carolina,Georgetown County,62680,448,521,879,14,-358,-13,560,8.341872678,14.07390803
50,3,5,45,45,South Carolina,Greenville County,523542,8921,6308,4496,723,1812,1469,10527,12.15223428,8.66145297
50,3,5,45,47,South Carolina,Greenwood County,70811,214,811,803,99,8,76,2607,11.47035528,11.35720751
50,3,5,45,49,South Carolina,Hampton County,19222,-126,196,239,36,-43,1,1367,10.16333938,12.3930516
50,3,5,45,51,South Carolina,Horry County,354081,9976,3161,3879,114,-718,293,3746,9.054893682,11.1116522
50,3,5,45,53,South Carolina,Jasper County,30073,926,366,282,4,84,57,1211,12.36068896,9.523809524
50,3,5,45,55,South Carolina,Kershaw County,66551,749,725,794,-1,-69,28,402,10.95555069,11.99821689
50,3,5,45,57,South Carolina,Lancaster County,98012,2977,1010,1026,74,-16,45,1991,10.46377307,10.62953581
50,3,5,45,59,South Carolina,Laurens County,67493,603,783,850,52,-67,49,2243,11.65325971,12.65040965
50,3,5,45,61,South Carolina,Lee County,16828,-466,165,272,31,-107,2,1509,9.671179884,15.94279351
50,3,5,45,63,South Carolina,Lexington County,298750,4400,3191,2555,281,636,372,2322,10.7604114,8.615747766
50,3,5,45,65,South Carolina,McCormick County,9463,55,53,153,-32,-100,-1,981,5.617084415,16.2153569
50,3,5,45,67,South Carolina,Marion County,30657,-399,341,444,-31,-103,6,202,11.05115616,14.38918866
50,3,5,45,69,South Carolina,Marlboro County,26118,-274,270,310,25,-40,1,2716,10.28375548,11.80727481
50,3,5,45,71,South Carolina,Newberry County,38440,-3,395,454,69,-59,-1,1291,10.27535346,11.81015309
50,3,5,45,73,South Carolina,Oconee County,79546,1239,701,958,-26,-257,150,791,8.881681058,12.13787511
50,3,5,45,75,South Carolina,Orangeburg County,86175,-838,950,1154,36,-204,24,3030,10.970737,13.32655842
50,3,5,45,77,South Carolina,Pickens County,126884,1659,1159,1206,40,-47,240,8314,9.19443574,9.567290339
50,3,5,45,79,South Carolina,Richland County,415759,1557,4631,3232,648,1399,990,29322,11.15956051,7.788317764
50,3,5,45,81,South Carolina,Saluda County,20473,76,226,199,28,27,28,298,11.05945681,9.738194275
50,3,5,45,83,South Carolina,Spartanburg County,319785,5648,3897,3178,306,719,242,7849,12.29488802,10.02647013
50,3,5,45,85,South Carolina,Sumter County,106721,312,1343,1075,174,268,89,2536,12.60263689,10.08773988
50,3,5,45,87,South Carolina,Union County,27316,-8,294,378,20,-84,-1,405,10.761347,13.83601757
50,3,5,45,89,South Carolina,Williamsburg County,30368,-238,302,394,-2,-92,28,987,9.905861515,12.92354118
50,3,5,45,91,South Carolina,York County,280979,7197,2965,2227,327,738,188,3435,10.68928782,8.028682622
40,2,4,46,0,South Dakota,South Dakota,884659,5961,11911,7337,1099,4574,418,34018,13.50945951,8.321627441
50,2,4,46,3,South Dakota,Aurora County,2751,-34,39,24,-7,15,2,95,14.08959538,8.670520231
50,2,4,46,5,South Dakota,Beadle County,18453,30,285,182,4,103,52,620,15.45720794,9.870918755
50,2,4,46,7,South Dakota,Bennett County,3365,-108,56,33,14,23,0,37,16.3790582,9.651945013
50,2,4,46,9,South Dakota,Bon Homme County,6901,-9,69,62,-8,7,-2,1530,9.992035334,8.97835059
50,2,4,46,11,South Dakota,Brookings County,35077,0,443,204,38,239,69,3614,12.62935827,5.81577672
50,2,4,46,13,South Dakota,Brown County,38839,-306,501,353,43,148,19,1370,12.8487895,9.053139106
50,2,4,46,15,South Dakota,Brule County,5297,67,69,41,17,28,-1,132,13.10914791,7.789493683
50,2,4,46,17,South Dakota,Buffalo County,1962,-65,35,37,5,-2,0,3,17.54825771,18.55101529
50,2,4,46,19,South Dakota,Butte County,10429,176,135,98,16,37,0,111,13.05483029,9.476839764
50,2,4,46,21,South Dakota,Campbell County,1376,10,12,6,1,6,0,0,8.75273523,4.376367615
50,2,4,46,23,South Dakota,Charles Mix County,9292,-39,157,106,24,51,-1,589,16.86087097,11.38377275
50,2,4,46,25,South Dakota,Clark County,3736,10,64,30,7,34,1,489,17.15357813,8.040739748
50,2,4,46,27,South Dakota,Clay County,14070,87,131,80,-7,51,-1,2254,9.339464585,5.703489823
50,2,4,46,29,South Dakota,Codington County,28009,-24,316,235,22,81,4,381,11.27725634,8.386567217
50,2,4,46,31,South Dakota,Corson County,4086,-92,91,58,8,33,1,1,22.0232333,14.03678606
50,2,4,46,33,South Dakota,Custer County,8972,160,68,89,14,-21,0,252,7.647323437,10.00899685
50,2,4,46,35,South Dakota,Davison County,19775,-9,244,199,-15,45,-4,771,12.33600445,10.06092166
50,2,4,46,37,South Dakota,Day County,5424,-83,67,84,-13,-17,1,139,12.25871375,15.36913366
50,2,4,46,39,South Dakota,Deuel County,4351,-1,56,44,-3,12,2,50,12.86912559,10.11145582
50,2,4,46,41,South Dakota,Dewey County,5892,-33,137,71,16,66,-1,19,23.18693408,12.01658627
50,2,4,46,43,South Dakota,Douglas County,2921,-5,41,32,-1,9,3,178,14.02428596,10.94578416
50,2,4,46,45,South Dakota,Edmunds County,3829,-37,36,41,-8,-5,2,420,9.356725146,10.65627031
50,2,4,46,47,South Dakota,Fall River County,6713,-27,46,100,-5,-54,0,220,6.838623355,14.86657251
50,2,4,46,49,South Dakota,Faulk County,2299,-16,35,20,0,15,0,497,15.17121803,8.669267447
50,2,4,46,51,South Dakota,Grant County,7052,-51,82,70,0,12,-5,104,11.58601201,9.890498057
50,2,4,46,53,South Dakota,Gregory County,4185,-4,49,53,-1,-4,0,44,11.7028899,12.65822785
50,2,4,46,55,South Dakota,Haakon County,1899,-3,20,11,4,9,0,36,10.52354644,5.787950539
50,2,4,46,57,South Dakota,Hamlin County,6164,94,119,55,10,64,0,245,19.45398071,8.991335622
50,2,4,46,59,South Dakota,Hand County,3191,-49,37,28,-3,9,0,61,11.50676411,8.70782149
50,2,4,46,61,South Dakota,Hanson County,3453,89,37,9,-4,28,0,520,10.8552149,2.640457679
50,2,4,46,63,South Dakota,Harding County,1298,46,16,6,-1,10,0,29,12.54901961,4.705882353
50,2,4,46,65,South Dakota,Hughes County,17526,-157,228,161,28,67,-2,768,12.95123406,9.145388963
50,2,4,46,67,South Dakota,Hutchinson County,7291,-15,109,94,-14,15,1,832,14.9345756,12.87935877
50,2,4,46,69,South Dakota,Hyde County,1301,30,18,9,1,9,0,38,13.99688958,6.99844479
50,2,4,46,71,South Dakota,Jackson County,3344,66,83,20,16,63,0,42,25.0679553,6.040471157
50,2,4,46,73,South Dakota,Jerauld County,2013,-13,20,20,3,0,2,176,9.903441446,9.903441446
50,2,4,46,75,South Dakota,Jones County,903,-25,12,8,0,4,0,0,13.10759148,8.73839432
50,2,4,46,77,South Dakota,Kingsbury County,4939,13,66,50,-17,16,1,203,13.38063862,10.13684744
50,2,4,46,79,South Dakota,Lake County,12797,-258,129,113,22,16,-3,879,9.979885502,8.742070246
50,2,4,46,81,South Dakota,Lawrence County,25844,117,224,233,44,-9,17,1075,8.687052801,9.036086173
50,2,4,46,83,South Dakota,Lincoln County,61128,2333,866,252,180,614,-17,284,14.44260067,4.20269673
50,2,4,46,85,South Dakota,Lyman County,3781,-23,65,25,5,40,0,37,17.13909031,6.591957812
50,2,4,46,87,South Dakota,McCook County,5586,-15,90,65,-13,25,4,312,16.09010459,11.62063109
50,2,4,46,89,South Dakota,McPherson County,2379,-22,19,20,-1,-1,-1,347,7.949790795,8.368200837
50,2,4,46,91,South Dakota,Marshall County,4935,14,73,41,-14,32,2,373,14.81331169,8.319805195
50,2,4,46,93,South Dakota,Meade County,28332,128,257,207,53,50,-9,791,9.091552285,7.322767794
50,2,4,46,95,South Dakota,Mellette County,2061,27,36,26,-12,10,0,49,17.58241758,12.6984127
50,2,4,46,97,South Dakota,Miner County,2216,12,27,21,-9,6,-1,80,12.21719457,9.502262443
50,2,4,46,99,South Dakota,Minnehaha County,193134,2142,2873,1415,388,1458,272,6268,14.95863337,7.367374247
50,2,4,46,101,South Dakota,Moody County,6576,74,82,55,2,27,-3,164,12.54014375,8.411072029
50,2,4,46,102,South Dakota,Oglala Lakota County,14177,-154,284,172,42,112,-5,92,19.9242318,12.06678827
50,2,4,46,103,South Dakota,Pennington County,113775,1825,1495,920,161,575,-13,2567,13.24620667,8.151511795
50,2,4,46,105,South Dakota,Perkins County,2865,-43,34,21,-8,13,0,65,11.77897107,7.275246839
50,2,4,46,107,South Dakota,Potter County,2153,-53,21,26,5,-5,1,63,9.63523744,11.92934159
50,2,4,46,109,South Dakota,Roberts County,10394,18,167,111,20,56,2,281,16.08088589,10.68849302
50,2,4,46,111,South Dakota,Sanborn County,2344,-52,33,17,1,16,0,174,13.92405063,7.172995781
50,2,4,46,115,South Dakota,Spink County,6376,-108,81,69,10,12,-2,403,12.59720062,10.73094868
50,2,4,46,117,South Dakota,Stanley County,3098,81,37,7,-3,30,0,0,12.10139003,2.289452167
50,2,4,46,119,South Dakota,Sully County,1391,14,16,11,9,5,0,0,11.56069364,7.947976879
50,2,4,46,121,South Dakota,Todd County,10177,-68,238,131,28,107,10,28,23.30819704,12.82930173
50,2,4,46,123,South Dakota,Tripp County,5441,-50,86,56,0,30,-1,131,15.73362605,10.24515185
50,2,4,46,125,South Dakota,Turner County,8384,-38,102,91,-2,11,1,153,12.13852196,10.82946567
50,2,4,46,127,South Dakota,Union County,15932,362,185,112,14,73,14,89,11.74528601,7.110659641
50,2,4,46,129,South Dakota,Walworth County,5435,-42,78,65,-8,13,6,152,14.29618768,11.91348974
50,2,4,46,135,South Dakota,Yankton County,22814,55,261,207,-11,54,1,2291,11.45415048,9.084326246
50,2,4,46,137,South Dakota,Ziebach County,2756,12,23,25,12,-2,0,0,8.363636364,9.090909091
40,3,6,47,0,Tennessee,Tennessee,6829174,57543,80239,67977,5376,12262,9293,158077,11.79915454,9.996025971
50,3,6,47,1,Tennessee,Anderson County,76978,691,792,932,23,-140,51,1261,10.33504062,12.16194174
50,3,6,47,3,Tennessee,Bedford County,49713,567,678,482,31,196,88,544,13.71650533,9.751261898
50,3,6,47,5,Tennessee,Benton County,16160,-86,166,259,-10,-93,1,248,10.24501636,15.98469419
50,3,6,47,7,Tennessee,Bledsoe County,15064,181,116,154,15,-38,22,2709,7.747019735,10.28483655
50,3,6,47,9,Tennessee,Blount County,133088,1757,1255,1414,38,-159,71,2095,9.492509994,10.69514672
50,3,6,47,11,Tennessee,Bradley County,108110,1060,1240,1113,101,127,168,2605,11.52630601,10.34578918
50,3,6,47,13,Tennessee,Campbell County,39842,47,438,581,10,-143,23,653,10.9999121,14.59120761
50,3,6,47,15,Tennessee,Cannon County,14678,238,180,155,-13,25,7,152,12.3634865,10.6463356
50,3,6,47,17,Tennessee,Carroll County,27767,-208,296,394,-43,-98,0,1202,10.62035808,14.13655771
50,3,6,47,19,Tennessee,Carter County,56391,-26,473,760,-6,-287,6,1011,8.385930076,13.47422169
50,3,6,47,21,Tennessee,Cheatham County,40667,165,451,403,47,48,-1,317,11.11261689,9.929899346
50,3,6,47,23,Tennessee,Chester County,17297,52,181,159,25,22,7,1139,10.47999537,9.206183776
50,3,6,47,25,Tennessee,Claiborne County,31959,109,333,427,-34,-94,22,1293,10.43739911,13.38369196
50,3,6,47,27,Tennessee,Clay County,7615,-62,64,101,-21,-37,2,76,8.370389746,13.20952132
50,3,6,47,29,Tennessee,Cocke County,36004,146,361,496,-6,-135,-10,372,10.04703459,13.8042359
50,3,6,47,31,Tennessee,Coffee County,56520,643,700,658,-13,42,-20,616,12.45584847,11.70849756
50,3,6,47,33,Tennessee,Crockett County,14230,-66,148,180,22,-32,6,194,10.37649863,12.62006591
50,3,6,47,35,Tennessee,Cumberland County,60520,782,512,843,-41,-331,20,736,8.515026027,14.01985731
50,3,6,47,37,Tennessee,Davidson County,694144,3628,9985,5565,1209,4420,3453,25458,14.42231306,8.038074329
50,3,6,47,39,Tennessee,Decatur County,11663,-36,108,159,-34,-51,7,216,9.245783751,13.6118483
50,3,6,47,41,Tennessee,DeKalb County,20490,357,219,226,-29,-7,54,290,10.78206927,11.12670162
50,3,6,47,43,Tennessee,Dickson County,53948,502,630,526,8,104,-10,720,11.73249902,9.795705533
50,3,6,47,45,Tennessee,Dyer County,37159,-127,445,458,11,-13,-1,548,11.95513466,12.30438579
50,3,6,47,47,Tennessee,Fayette County,41133,577,414,435,-31,-21,23,465,10.13600362,10.65014874
50,3,6,47,49,Tennessee,Fentress County,18523,201,184,260,-34,-76,-1,262,9.987786674,14.11317682
50,3,6,47,51,Tennessee,Franklin County,42208,273,413,456,-48,-43,40,2215,9.816621704,10.83869128
50,3,6,47,53,Tennessee,Gibson County,49133,-38,579,654,26,-75,5,1155,11.77978516,13.30566406
50,3,6,47,55,Tennessee,Giles County,29464,18,301,371,28,-70,39,681,10.2189781,12.59548464
50,3,6,47,57,Tennessee,Grainger County,23320,183,222,296,-5,-74,-2,151,9.557224961,12.74296661
50,3,6,47,59,Tennessee,Greene County,69069,-95,665,908,-2,-243,9,1730,9.621436271,13.1372393
50,3,6,47,61,Tennessee,Grundy County,13427,79,158,177,-4,-19,0,219,11.80205416,13.22128852
50,3,6,47,63,Tennessee,Hamblen County,64934,305,780,724,-39,56,59,1020,12.04047452,11.17603019
50,3,6,47,65,Tennessee,Hamilton County,367804,3511,4213,3718,241,495,411,9914,11.50940381,10.15712399
50,3,6,47,67,Tennessee,Hancock County,6620,59,68,93,-24,-25,1,159,10.3178818,14.1112207
50,3,6,47,69,Tennessee,Hardeman County,25050,-226,218,289,14,-71,0,3853,8.663513889,11.48511704
50,3,6,47,71,Tennessee,Hardin County,25652,-41,237,356,22,-119,13,371,9.231668127,13.86697828
50,3,6,47,73,Tennessee,Hawkins County,56786,73,511,731,5,-220,15,561,9.004484621,12.88117076
50,3,6,47,75,Tennessee,Haywood County,17304,-43,189,233,43,-44,-1,236,10.90877608,13.44838533
50,3,6,47,77,Tennessee,Henderson County,28117,134,305,309,32,-4,-3,378,10.87344029,11.01604278
50,3,6,47,79,Tennessee,Henry County,32345,9,300,481,18,-181,-5,499,9.27629443,14.87299207
50,3,6,47,81,Tennessee,Hickman County,25178,171,255,283,-14,-28,-7,1534,10.16239912,11.2782704
50,3,6,47,83,Tennessee,Houston County,8201,-33,80,93,14,-13,-1,178,9.735320961,11.31731062
50,3,6,47,85,Tennessee,Humphreys County,18582,31,230,254,-12,-24,-4,273,12.38790294,13.68055369
50,3,6,47,87,Tennessee,Jackson County,11786,9,94,163,3,-69,1,197,7.978610534,13.83525018
50,3,6,47,89,Tennessee,Jefferson County,54495,483,473,668,28,-195,15,1483,8.718331536,12.3125697
50,3,6,47,91,Tennessee,Johnson County,17788,14,154,237,16,-83,-6,1694,8.660930206,13.32883415
50,3,6,47,93,Tennessee,Knox County,470313,4055,5154,4548,302,606,818,12458,11.00610632,9.712023968
50,3,6,47,95,Tennessee,Lake County,7016,-391,57,92,-9,-35,0,2184,7.904042155,12.75740137
50,3,6,47,97,Tennessee,Lauderdale County,25633,-364,283,265,-35,18,-1,2176,10.96261863,10.2653496
50,3,6,47,99,Tennessee,Lawrence County,44142,371,585,539,-3,46,-5,546,13.30861192,12.26212278
50,3,6,47,101,Tennessee,Lewis County,12268,194,141,142,4,-1,-1,208,11.58491496,11.66707748
50,3,6,47,103,Tennessee,Lincoln County,34366,177,386,433,-52,-47,14,297,11.26103129,12.63219313
50,3,6,47,105,Tennessee,Loudon County,54068,986,483,612,-36,-129,30,552,9.015398973,11.42323845
50,3,6,47,107,Tennessee,McMinn County,53794,458,591,656,-67,-65,73,1052,11.033324,12.24680295
50,3,6,47,109,Tennessee,McNairy County,25694,-136,263,366,-38,-103,2,330,10.20883472,14.20697151
50,3,6,47,111,Tennessee,Macon County,24602,313,341,281,-13,60,4,365,13.94939764,11.49495817
50,3,6,47,113,Tennessee,Madison County,97984,381,1193,985,27,208,74,4520,12.19917479,10.07224407
50,3,6,47,115,Tennessee,Marion County,28907,309,325,358,-31,-33,1,317,11.30336493,12.45109121
50,3,6,47,117,Tennessee,Marshall County,34375,569,411,344,44,67,15,402,12.05614467,10.09078776
50,3,6,47,119,Tennessee,Maury County,96387,2114,1244,937,159,307,19,1013,13.04940732,9.829015001
50,3,6,47,121,Tennessee,Meigs County,12422,125,133,154,10,-21,-2,150,10.76095311,12.46005097
50,3,6,47,123,Tennessee,Monroe County,46545,276,484,575,36,-91,-30,513,10.42946107,12.39037214
50,3,6,47,125,Tennessee,Montgomery County,208993,3681,3490,1415,465,2075,15,3573,16.84749158,6.830716501
50,3,6,47,127,Tennessee,Moore County,6488,31,59,50,-11,9,16,104,9.115488606,7.724990344
50,3,6,47,129,Tennessee,Morgan County,21403,-131,199,229,22,-30,1,2264,9.269394695,10.66679088
50,3,6,47,131,Tennessee,Obion County,30069,-205,328,417,16,-89,5,461,10.87118639,13.82099001
50,3,6,47,133,Tennessee,Overton County,22241,173,233,314,-16,-81,2,275,10.51705071,14.17319281
50,3,6,47,135,Tennessee,Perry County,8076,26,102,104,-8,-2,7,123,12.65037827,12.8984249
50,3,6,47,137,Tennessee,Pickett County,5048,-5,35,67,-5,-32,-1,65,6.93000693,13.26601327
50,3,6,47,139,Tennessee,Polk County,16832,-86,166,235,-15,-69,2,274,9.837037037,13.92592593
50,3,6,47,141,Tennessee,Putnam County,80245,1614,879,781,84,98,207,2568,11.06523326,9.831566757
50,3,6,47,143,Tennessee,Rhea County,33167,256,388,405,35,-17,9,830,11.74369684,12.25824026
50,3,6,47,145,Tennessee,Roane County,53382,124,473,725,8,-252,-13,810,8.870967742,13.59714929
50,3,6,47,147,Tennessee,Robertson County,71813,634,869,664,7,205,46,969,12.15452613,9.287232852
50,3,6,47,149,Tennessee,Rutherford County,332285,7638,4109,2071,609,2038,551,5131,12.50966615,6.305066582
50,3,6,47,151,Tennessee,Scott County,22068,40,257,287,0,-30,0,302,11.65638607,13.0170537
50,3,6,47,153,Tennessee,Sequatchie County,15026,135,166,168,22,-2,-1,188,11.09736939,11.23107263
50,3,6,47,155,Tennessee,Sevier County,98250,355,1025,1063,9,-38,169,1059,10.45145173,10.83892019
50,3,6,47,157,Tennessee,Shelby County,937166,801,12894,8484,1540,4410,1581,17353,13.76438394,9.056695619
50,3,6,47,159,Tennessee,Smith County,20157,178,223,232,-13,-9,-3,236,11.11221846,11.56069364
50,3,6,47,161,Tennessee,Stewart County,13715,96,136,174,2,-38,-7,142,9.950976805,12.7313968
50,3,6,47,163,Tennessee,Sullivan County,158348,749,1517,1967,-86,-450,-18,2811,9.602876432,12.45145547
50,3,6,47,165,Tennessee,Sumner County,191283,3793,2173,1701,169,472,141,1525,11.47389069,8.981632799
50,3,6,47,167,Tennessee,Tipton County,61599,23,660,605,64,55,1,1044,10.71646032,9.823421961
50,3,6,47,169,Tennessee,Trousdale County,11284,251,111,95,11,16,0,2616,9.947573599,8.513689116
50,3,6,47,171,Tennessee,Unicoi County,17883,61,173,281,-11,-108,12,452,9.690519535,15.74009242
50,3,6,47,173,Tennessee,Union County,19972,283,201,214,31,-13,4,174,10.13590177,10.7914576
50,3,6,47,175,Tennessee,Van Buren County,5872,109,69,55,7,14,0,123,11.86076493,9.454232918
50,3,6,47,177,Tennessee,Warren County,41277,451,473,471,32,2,37,572,11.52211247,11.47339318
50,3,6,47,179,Tennessee,Washington County,129375,714,1223,1365,54,-142,182,4257,9.479297462,10.57991908
50,3,6,47,181,Tennessee,Wayne County,16673,38,125,197,-34,-72,1,2240,7.505704335,11.82899003
50,3,6,47,183,Tennessee,Weakley County,33328,-85,311,359,49,-48,34,1553,9.319608636,10.75800483
50,3,6,47,185,Tennessee,White County,27345,259,292,369,-28,-77,5,384,10.72918006,13.55845015
50,3,6,47,187,Tennessee,Williamson County,238412,6434,2357,1325,318,1032,574,1242,10.02147155,5.633623164
50,3,6,47,189,Tennessee,Wilson County,144657,3703,1635,1167,184,468,156,1591,11.44913886,8.171954161
40,3,7,48,0,Texas,Texas,28995881,367215,378664,202786,51741,175878,65044,600693,13.14245473,7.038181142
50,3,7,48,1,Texas,Anderson County,57735,-239,588,754,45,-166,32,14445,10.16342722,13.03269409
50,3,7,48,3,Texas,Andrews County,18705,694,286,189,45,97,14,78,15.57903911,10.29523913
50,3,7,48,5,Texas,Angelina County,86715,-95,1071,997,102,74,6,2733,12.34404265,11.49113961
50,3,7,48,7,Texas,Aransas County,23510,64,193,365,-24,-172,-11,439,8.220461709,15.54646904
50,3,7,48,9,Texas,Archer County,8553,-147,70,144,9,-74,0,54,8.114530806,16.69274909
50,3,7,48,11,Texas,Armstrong County,1887,8,19,20,3,-1,0,53,10.09028147,10.62134891
50,3,7,48,13,Texas,Atascosa County,51153,831,710,435,35,275,8,358,13.99359448,8.573540281
50,3,7,48,15,Texas,Austin County,30032,67,328,274,-39,54,2,209,10.93388003,9.133790023
50,3,7,48,17,Texas,Bailey County,7000,-15,124,39,-8,85,23,104,17.69532644,5.565465573
50,3,7,48,19,Texas,Bandera County,23112,320,185,239,9,-54,3,304,8.060299756,10.4130359
